200    80.0448
400    74.3367
600    63.2421
800    48.7698
1000    33.1782
1200    24.397
1400    15.4359
1600    5.35514
1800    6.66916
2000    3.60745
2200    2.9116
2400    0.893507
2600    2.18427
2800    1.05295
3000    2.17212
3200    0.75877
3400    0.35552
3600    0.445344
3800    0.0590726
4000    0.344513
