200    100
400    80.49
600    46.2325
800    27.3125
1000    13.34
1200    8.2
1400    3.72125
1600    2.29625
1800    1.56125
2000    0.9825
2200    0.85375
2400    0.39625
2600    0.5
2800    0.145
3000    0.265
3200    0.3075
3400    0.2175
3600    0.0625
3800    0.0675
4000    0
